
Name	Description	Flags
r_always_render_all_windows false	Always force all engine & tools to render	developmentonly defensive
r_aoproxy_cull_dist 12.000000	Distance to cull the AO proxy as a factor of size	developmentonly defensive
r_aoproxy_debug false		clientdll cheat
r_aoproxy_enable true		developmentonly clientdll defensive
r_aoproxy_min_dist 3.000000		developmentonly defensive
r_aoproxy_min_dist_box 1.000000		developmentonly defensive
r_aoproxy_show false		clientdll cheat
r_aspectratio 0.000000		developmentonly defensive
r_async_shader_compile_notify_frequency 10		developmentonly
r_bloom_tent_filter_radius 3.100000	bloom mip up-sample filtering radius (using 3x3 tent filter, radius in mip level texels), 0.0 radius => box (2x2) filter with (fixed) 1.0 radius	developmentonly clientdll cheat
r_character_decal_renderdoc_capture false		developmentonly
r_character_decal_resolution 1024	Resolution of character decal texture.
Min: 256	developmentonly defensive
r_cs2_show_icon_editor false	CSGO/Icon Editor	developmentonly clientdll replicated cheat menubar_item
r_csgo_bloom_threshold_all_samples true	Execute bloom threshold once per sample during downsample (default enabled, higher quality, less bloom aliasing)	developmentonly clientdll
r_csgo_bloom_threshold_downsample_jimenez true	Custom downsample based on Jimenez14, (default enabled, higher quality, decreases bloom aliasing further)	developmentonly clientdll
r_csgo_cable_pixel_radius_clamp 1.200000	Minimum clamped size in pixels of a cable (if using F_CLAMP_MIN_RADIUS 1 in cable material)	developmentonly clientdll
r_csgo_cmaa_debug_edges false	debug visualize edges	developmentonly clientdll
r_csgo_cmaa_enable false		developmentonly clientdll defensive
r_csgo_cmaa_extra_sharp false	trade more sharpness for reduced antialiasing	developmentonly clientdll defensive
r_csgo_cmaa_quality 3	0=low, 1=medium, 2=high, 3=ultra	developmentonly clientdll defensive
r_csgo_csm_pushback_distance 7000.000000		developmentonly clientdll
r_csgo_cubemap_normalization true		clientdll cheat
r_csgo_debug_reflection_rects 0		clientdll cheat
r_csgo_decal_debug false		clientdll cheat
r_csgo_decals_use_msaa false		developmentonly clientdll
r_csgo_depth_prepass true		clientdll cheat
r_csgo_depth_prepass_cull_threshold 60.000000		clientdll cheat
r_csgo_depth_prepass_reflections_large true		clientdll cheat
r_csgo_depth_prepass_reflections_small true		clientdll cheat
r_csgo_depth_prepass_skybox_alpha_tested true		clientdll cheat
r_csgo_depth_prepass_small_cull_threshold 10.000000		clientdll cheat
r_csgo_depth_prepass_viewmodel true		clientdll cheat
r_csgo_directional_lightmaps true		clientdll cheat
r_csgo_effects_bloom true		clientdll cheat
r_csgo_effects_bloom_when_smoked false		clientdll cheat
r_csgo_enable_cubemap_fog true		developmentonly clientdll
r_csgo_enable_glows true		clientdll cheat
r_csgo_enable_gradient_fog true		developmentonly clientdll
r_csgo_enable_high_precision_lighting true		clientdll cheat
r_csgo_enable_sunlight_check true	Enable vis tests for sunlight.	developmentonly clientdll defensive
r_csgo_enable_tonemapping true		clientdll cheat
r_csgo_enable_translucent_screen_space true		clientdll cheat
r_csgo_enable_volume_fog false		developmentonly clientdll
r_csgo_firstpersonlegs_nearz_offset 0.100000		developmentonly clientdll
r_csgo_fsr_enable_mip_bias true	Apply negative mip bias when rendering with FSR.	developmentonly clientdll defensive
r_csgo_fsr_rcas_sharpness 0.250000	RCAS sharpness when using FSR + RCAS upsample.	developmentonly clientdll defensive
r_csgo_fsr_upsample 0	0 == bilinear upsampe, 1 == FSR upsample, 2 == FSR + RCAS upsample	developmentonly clientdll defensive
r_csgo_gpu_culling true	CSGO/Graphics/GPU Culling	developmentonly clientdll menubar_item defensive
r_csgo_gpu_culling_camera_offset -0.500000		developmentonly clientdll
r_csgo_gpu_culling_shadows false	CSGO/Graphics/GPU Cull Shadow Views	developmentonly clientdll menubar_item defensive
r_csgo_gpu_culling_two_pass false	CSGO/Graphics/GPU Culling (Two Pass)	developmentonly clientdll menubar_item defensive
r_csgo_joint_upscale_sigma 0.002000		developmentonly clientdll
r_csgo_lowend_objects true	0 = Force disable, 1 = use video settings	developmentonly clientdll defensive
r_csgo_mboit true		clientdll cheat
r_csgo_mboit_bias 0.000005		clientdll cheat
r_csgo_mboit_debug false		clientdll cheat
r_csgo_mboit_force_mixed_resolution false		developmentonly clientdll defensive
r_csgo_mboit_overestimation 0.010000		clientdll cheat
r_csgo_mboit_upscale_cs false		clientdll cheat
r_csgo_mboit_use_4_moments false		clientdll cheat
r_csgo_microshadowing true		developmentonly clientdll defensive
r_csgo_mixed_resolution_color_slices false		clientdll cheat
r_csgo_mixed_resolution_particles true		developmentonly clientdll defensive
r_csgo_mixed_resolution_particles_minmax false		clientdll cheat
r_csgo_mixed_resolution_particles_scale 2		clientdll cheat
r_csgo_mouse_trace_coord true		clientdll cheat
r_csgo_msaa_resolve_apply_exposure_scale true	0 - before, 1 - after fix for a2c fringing	developmentonly clientdll
r_csgo_multiscattering true		developmentonly clientdll defensive
r_csgo_no_shader_resolve false		clientdll cheat
r_csgo_outline_glow_scaledenom 1		developmentonly clientdll cheat
r_csgo_override_global_time true		clientdll cheat
r_csgo_postprocess_enable true		clientdll cheat
r_csgo_preview_csm_max_visible_distance 2000.000000		developmentonly clientdll
r_csgo_preview_csm_pushback_distance 1500.000000		developmentonly clientdll
r_csgo_prewarm_particles false		developmentonly clientdll defensive
r_csgo_r11g11b10_dither_mode 2	0 - disabled, 1 - regular dither noise, 2 - blue noise dither	developmentonly clientdll
r_csgo_readonly_depth_stencil_enable true		clientdll cheat
r_csgo_reconstruct_normals false		clientdll cheat
r_csgo_reconstruct_normals_method 0		clientdll cheat
r_csgo_reflection_min_far_plane 5000.000000		clientdll cheat
r_csgo_render_decals true		clientdll cheat
r_csgo_render_decals_on_translucent true		clientdll cheat
r_csgo_render_dither_scale 1.000000		clientdll cheat
r_csgo_render_dynamic_objects true		clientdll cheat
r_csgo_render_inferno_decals true		clientdll cheat
r_csgo_render_opaque true		clientdll cheat
r_csgo_render_overlays true		clientdll cheat
r_csgo_render_post_bloom 1		clientdll cheat
r_csgo_render_post_bloom_strength -1.000000		clientdll cheat
r_csgo_render_post_colorcorrection 0		clientdll cheat
r_csgo_render_post_film_grain 0		clientdll cheat
r_csgo_render_post_fxaa 0		developmentonly clientdll defensive
r_csgo_render_post_local_contrast true		clientdll cheat
r_csgo_render_post_mirror_horizontal 0		clientdll cheat
r_csgo_render_post_mirror_vertical 0		clientdll cheat
r_csgo_render_translucent true		clientdll cheat
r_csgo_resolve_dither_bluenoise_amount 4.000000	Equivalent to r_csgo_render_dither_scale, but purely to control bluenoise for R11G11B10 downsample dither (if r_csgo_r11g11b10_dither_mode = 2)	developmentonly clientdll
r_csgo_resolve_dither_noise_amount 0.200000	Amount of screen space dither noise to apply during resolve (used/essential with R11G11B10_FLOAT RT)	developmentonly clientdll
r_csgo_shadow_map_allocation_failure_policy 1	What happens when a shadow map fails allocation? 0 = don't render, 1 = render unshadowed	developmentonly clientdll cheat
r_csgo_shadows_debug 0		clientdll cheat
r_csgo_smoke_avoid_flat true		developmentonly clientdll
r_csgo_smoke_clip_sniper true		developmentonly clientdll
r_csgo_smoke_fullres_enhance false	Enhance edges of smokes to eliminate bad pixels	developmentonly clientdll
r_csgo_smoke_fullres_pass true	Does a full res pass to cover holes and artifacts in smoke low res	developmentonly clientdll
r_csgo_smoke_overlay_min_dt 0.015686		developmentonly clientdll
r_csgo_smoke_shadow true		developmentonly clientdll
r_csgo_smoke_upscale_discard_pixels_behind false	When upsampling smoke discard pixels behind solid depth to avoid pixelated artifacts	developmentonly clientdll
r_csgo_stencil_sniper_zoom true		developmentonly clientdll
r_csgo_tools_vis_cubemap_roughness 0.000100		developmentonly clientdll cheat
r_csgo_upscale_depth_threshold 3.000000		developmentonly clientdll
r_csgo_viewmodel_csm_pushback_distance 1000.000000		developmentonly clientdll
r_csgo_viewmodel_envmap_clamp_plane_distance 24.000000		developmentonly clientdll cheat
r_csgo_viewmodel_envmap_position_bias 0.850000		developmentonly clientdll cheat
r_csgo_viewmodel_far_plane 100.000000		developmentonly clientdll
r_csgo_viewmodel_near_plane 1.000000		developmentonly clientdll
r_csgo_volume_mboit_optimization true		clientdll cheat
r_csgo_water_effects true		clientdll cheat
r_csgo_water_reflections true		developmentonly clientdll
r_csgo_water_refraction true		clientdll cheat
r_csgo_water_skybox_depth true		developmentonly clientdll
r_cubemap_debug_colors 0		cheat
r_dac_disable_portrait_world_renderer false		developmentonly clientdll
r_dashboard_render_quality true		developmentonly clientdll missing1 defensive
r_debug_draw_safe_area_insets false	Render safe area insets as wireframe.	developmentonly
r_debug_particle_shadows false		clientdll cheat
r_debug_precipitation false	Show precipitation volumes	clientdll cheat
r_decals 2048		developmentonly clientdll defensive
r_decals_additional_offset 0.010000		developmentonly clientdll replicated defensive
r_decals_default_fade_duration 1.000000		developmentonly clientdll replicated defensive
r_decals_default_start_fade 30.000000		developmentonly clientdll replicated defensive
r_decals_overide_fadestarttime_params -1.000000		developmentonly gamedll clientdll replicated commandline_enforced defensive
r_decals_overlap_threshold 6		developmentonly clientdll replicated defensive
r_depth_of_field 1	0 = off, 1 = enabled (high quality, circular bokeh, HDR)	developmentonly clientdll
r_detail_lerp_znormal 0.890000		developmentonly clientdll defensive
r_detailprop_fade_dist 3000.000000		developmentonly clientdll defensive
r_detailprop_force_probe false		developmentonly clientdll defensive
r_detailprop_lod_dist 4000.000000		developmentonly clientdll defensive
r_directional_lightmaps true		developmentonly defensive
r_directlighting true	Set to use direct lighting	cheat
r_dof_override false		cheat
r_dof_override_far_blurry 2000.000000		cheat
r_dof_override_far_crisp 180.000000		cheat
r_dof_override_near_blurry -100.000000		cheat
r_dof_override_near_crisp 0.000000		cheat
r_dof_override_tilt_to_ground 0.500000		cheat
r_dof2_maxblursize 5.000000		developmentonly clientdll
r_dof2_radiusscale 0.250000		developmentonly clientdll
r_dopixelvisibility true		cheat
r_draw_first_tri_only false		cheat
r_draw_instances true		cheat
r_draw_overlays true		developmentonly defensive
r_draw_particle_children_with_parents -1	Draw particle children with parents (-1=use gameinfo, 0=no, 1=yes)	cheat
r_draw3dskybox true		developmentonly clientdll defensive
r_drawblankworld false	Render blank instead of the game world	cheat
r_drawchickens true	Render chickens	clientdll cheat
r_drawcsplayers true	Render CS players	clientdll cheat
r_drawdecals true	Set to render decals	cheat
r_drawdetailprops true		developmentonly clientdll defensive
r_drawdevvisualizers false	Render dev visualizers	clientdll cheat
r_drawmodeldecals true		developmentonly clientdll defensive
r_drawpanorama true	Enable the rendering of panorama UI	cheat
